31220_1967.txt,country:FRA,party:PCF French Communist Party,year:1967,0.0,2311.0,0.0
31621_1967.txt,country:FRA,party:RPR Rally for the Republic - Gaullists,year:1967,0.0,1768.0,0.0
31522_1967.txt,country:FRA,party:PDM Progress and Modern Democracy,year:1967,3.0,7103.0,0.000422535211268
31320_1997.txt,country:FRA,party:PS Socialist Party,year:1997,1.0,4595.0,0.000217675228559
31720_1997.txt,country:FRA,party:FN National Front,year:1997,1.0,1058.0,0.000946073793756
31110_1997.txt,country:FRA,party:Les Verts The Greens,year:1997,1.0,1264.0,0.000791765637371
31220_1997.txt,country:FRA,party:PCF French Communist Party,year:1997,2.0,5685.0,0.000351926799226
31111_1997.txt,country:FRA,party:GE Ecology Generation,year:1997,0.0,2552.0,0.0
31624_1997.txt,country:FRA,party:MoDem Democartic Mouvement,year:1997,0.0,1822.0,0.0
31220_1988.txt,country:FRA,party:PCF French Communist Party,year:1988,9.0,4990.0,0.00180686609115
31320_1988.txt,country:FRA,party:PS Socialist Party,year:1988,27.0,75339.0,0.000358508604207
31621_1988.txt,country:FRA,party:RPR Rally for the Republic - Gaullists,year:1988,1.0,4659.0,0.000214684413912
31220_1986.txt,country:FRA,party:PCF French Communist Party,year:1986,2.0,7279.0,0.000274838532362
31621_1986.txt,country:FRA,party:RPR Rally for the Republic - Gaullists,year:1986,3.0,5203.0,0.000576923076923
31320_1986.txt,country:FRA,party:PS Socialist Party,year:1986,1.0,5734.0,0.000174428745857
31320_1993.txt,country:FRA,party:PS Socialist Party,year:1993,2.0,2489.0,0.000804181745074
31624_1993.txt,country:FRA,party:MoDem Democartic Mouvement,year:1993,1.0,1432.0,0.000698812019567
31110_1993.txt,country:FRA,party:Les Verts The Greens,year:1993,1.0,2624.0,0.000381242851697
31625_1993.txt,country:FRA,party:RPR Rally for the Republic,year:1993,4.0,21403.0,0.000186924622646
31621_1973.txt,country:FRA,party:RPR Rally for the Republic - Gaullists,year:1973,3.0,13812.0,0.000217249619813
31220_1973.txt,country:FRA,party:PCF French Communist Party,year:1973,4.0,39440.0,0.000101430165331
31320_1968.txt,country:FRA,party:PS Socialist Party,year:1968,1.0,2911.0,0.000343642611684
31522_1968.txt,country:FRA,party:PDM Progress and Modern Democracy,year:1968,3.0,1903.0,0.00157894736842
31621_1968.txt,country:FRA,party:RPR Rally for the Republic - Gaullists,year:1968,0.0,984.0,0.0
31624_2002.txt,country:FRA,party:MoDem Democartic Mouvement,year:2002,5.0,20583.0,0.000242977937603
31320_2002.txt,country:FRA,party:PS Socialist Party,year:2002,1.0,6418.0,0.000155836060464
31220_2002.txt,country:FRA,party:PCF French Communist Party,year:2002,0.0,2077.0,0.0
31720_2002.txt,country:FRA,party:FN National Front,year:2002,24.0,33208.0,0.000723240115718
31626_2002.txt,country:FRA,party:UMP Union for a Popular Movement,year:2002,0.0,2474.0,0.0
31110_2002.txt,country:FRA,party:Les Verts The Greens,year:2002,0.0,3463.0,0.0
31220_1958.txt,country:FRA,party:PCF French Communist Party,year:1958,0.0,1620.0,0.0
31521_1958.txt,country:FRA,party:MRP Popular Republican Movement,year:1958,1.0,15402.0,6.49308486462e-05
31622_1981.txt,country:FRA,party:Union for a New Majority - Conservatives/Gaullists,year:1981,0.0,1656.0,0.0
31621_1981.txt,country:FRA,party:RPR Rally for the Republic - Gaullists,year:1981,7.0,10358.0,0.000676263162979
31220_1981.txt,country:FRA,party:PCF French Communist Party,year:1981,20.0,9035.0,0.00221852468109
31320_1981.txt,country:FRA,party:PS Socialist Party,year:1981,3.0,3983.0,0.000753768844221
